run_id,model_name,quantization_artifact,quantization_dtype,quantization_granularity,quantization_method,metric_name,metric_value,artifact_path,calibration_dataset,num_calibration_samples
52c62f62d8,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,awq,"acc,none",0.23422589374732944,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/awq/52c62f62d8/model,HuggingFaceH4/ultrachat_200k,200
d1f965905c,Qwen/Qwen3-4B,weights+activations+kv_cache,weights:int8+activations:int8+kv_cache:int8,weights:channel+activations:token+kv_cache:tensor,dynamic,"acc,none",0.5611024070645207,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/d1f965905c/model,none,0
76cf171c75,Qwen/Qwen3-4B,weights+activations+kv_cache,weights:fp8+activations:fp8+kv_cache:fp8,weights:channel+activations:token+kv_cache:tensor,dynamic,"acc,none",0.5712861415752741,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/76cf171c75/model,none,0
7ec6c9fb0d,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,smoothquant,"acc,none",0.539737929069933,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/7ec6c9fb0d/model,HuggingFaceH4/ultrachat_200k,200
a0d169bdea,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,smoothquant,"acc,none",0.23173337131462754,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/a0d169bdea/model,HuggingFaceH4/ultrachat_200k,200
418bae9d5d,Qwen/Qwen3-4B,weights+activations+attention+kv_cache,weights:fp8+activations:fp8+attention:fp8+kv_cache:fp8,weights:channel+activations:tensor+attention:tensor+kv_cache:tensor,static,"acc,none",0.5245691496937758,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/418bae9d5d/model,HuggingFaceH4/ultrachat_200k,200
4cc656192f,Qwen/Qwen3-4B,weights+activations+attention+kv_cache,weights:int8+activations:int8+attention:int8+kv_cache:int8,weights:channel+activations:tensor+attention:tensor+kv_cache:tensor,static,"acc,none",0.23208944594787068,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/4cc656192f/model,HuggingFaceH4/ultrachat_200k,200
6475d8ed48,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:tensor,static,"acc,none",0.5473579262213359,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/6475d8ed48/model,HuggingFaceH4/ultrachat_200k,200
e74a1f3323,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,static,"acc,none",0.23735935051986898,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/e74a1f3323/model,HuggingFaceH4/ultrachat_200k,200
df496b1564,Qwen/Qwen3-4B,weights+activations+kv_cache,weights:fp8+activations:fp8+kv_cache:fp8,weights:channel+activations:tensor+kv_cache:tensor,static,"acc,none",0.5344680244979347,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/df496b1564/model,HuggingFaceH4/ultrachat_200k,200
6f0e6b1ec2,Qwen/Qwen3-4B,weights+activations+kv_cache,weights:int8+activations:int8+kv_cache:int8,weights:channel+activations:tensor+kv_cache:tensor,static,"acc,none",0.23144851160803304,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/static/6f0e6b1ec2/model,HuggingFaceH4/ultrachat_200k,200
9bca6b59ae,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,smoothquant,"acc,none",0.2771929824561403,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/smoothquant/9bca6b59ae/model,HuggingFaceH4/ultrachat_200k,200
0c2921b86f,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,gptq,"acc,none",0.256140350877193,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/gptq/0c2921b86f/model,HuggingFaceH4/ultrachat_200k,200
1f41d466ee,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:tensor,smoothquant+gptq,"acc,none",0.2335849594074918,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/gptq/1f41d466ee/model,HuggingFaceH4/ultrachat_200k,200
